S.No.,Lane,Type,Entry,Exit,Time
3421,2,1,19244.52,19250.28,5.76
3422,2,3,19246.4,19252.2,5.8
3423,1,3,19245.68,19250.76,5.08
3424,1,2,19248.36,19254.12,5.76
3425,2,1,19250.28,19257.96,7.68
3426,1,7,19259.88,19272.58,12.7
3427,1,3,19261.2,19267.56,6.36
3428,1,3,19262.32,19268.52,6.2
3429,1,3,19263.48,19270.44,6.96
3430,1,1,19266.24,19271.4,5.16
3431,2,1,19270.96,19276.2,5.24
3432,2,1,19274.52,19280.04,5.52
3433,2,2,19277.2,19283.88,6.68
3434,1,3,19282.92,19289.64,6.72
3435,2,2,19289.64,19295.4,5.76
3436,2,1,19294.16,19300.2,6.04
3437,2,3,19297.16,19303.08,5.92
3438,2,3,19301.72,19308.84,7.12
3439,2,2,19302.32,19306.92,4.6
3440,1,1,19324.2,19330.92,6.72
3441,2,3,19322.28,19329.96,7.68
3442,2,2,19332.84,19340,7.16
3443,1,1,19337.64,19342.24,4.6
3444,1,2,19339.56,19347.8,8.24
3445,1,3,19345.32,19352.44,7.12
3446,2,3,19350.6,19357.8,7.2
3447,1,2,19353,19357.23,4.23
3448,1,3,19358.76,19366.44,7.68
3449,2,3,19359.8,19367.4,7.6
3450,1,3,19365.48,19371.32,5.84
3451,1,1,19375.08,19379.08,4
3452,1,6,19378.92,19386.6,7.68
3453,1,3,19379.88,19386.24,6.36
3454,1,2,19380.84,19384.68,3.84
3455,2,2,19389.88,19396.2,6.32
3456,2,1,19395.04,19401.96,6.92
3457,1,2,19400.04,19404.88,4.84
3458,1,3,19402.92,19408.68,5.76
3459,2,3,19406.76,19412.52,5.76
3460,2,3,19407.72,19414.44,6.72
3461,1,2,19410.6,19418.28,7.68
3462,2,3,19422.8,19431.72,8.92
3463,1,3,19428.96,19434.88,5.92
3464,1,3,19432.4,19439.24,6.84
3465,2,2,19436.12,19442.28,6.16
3466,2,1,19438.96,19445.16,6.2
3467,2,3,19442.28,19448.04,5.76
3468,2,1,19458.08,19463.4,5.32
3469,1,1,19474.92,19481.32,6.4
3470,2,7,19476.96,19483.56,6.6
3471,1,1,19477,19483.44,6.44
3472,1,1,19478.04,19485.12,7.08
3473,2,1,19491.84,19496.04,4.2
3474,1,2,19495.04,19501.12,6.08
3475,2,1,19495.88,19501.8,5.92
3476,2,3,19495.88,19500.84,4.96
3477,2,3,19499.16,19504.68,5.52
3478,2,3,19500.56,19507.56,7
3479,2,3,19504.88,19510.44,5.56
3480,2,3,19508.4,19513.32,4.92
3481,2,1,19511.32,19518.12,6.8
3482,2,3,19511.32,19516.2,4.88
3483,2,3,19513.44,19521,7.56
3484,1,1,19522.92,19527.28,4.36
3485,2,3,19538.32,19544.04,5.72
3486,1,1,19552.68,19558.92,6.24
3487,2,3,19562.08,19569.96,7.88
3488,2,3,19567.88,19572.84,4.96
3489,2,3,19573.2,19579.56,6.36
3490,2,1,19575,19582.44,7.44
3491,1,1,19592.04,19599.72,7.68
3492,2,3,19605.92,19611.24,5.32
3493,1,2,19610.28,19618.56,8.28
3494,2,3,19614.2,19620.84,6.64
3495,2,3,19631.04,19636.2,5.16
3496,1,1,19634.28,19641.96,7.68
3497,1,1,19638.12,19644.68,6.56
3498,1,2,19641,19646.76,5.76
3499,2,3,19642.8,19650.6,7.8
3500,1,1,19643.88,19649.2,5.32
3501,1,2,19651.56,19655.96,4.4
3502,1,3,19657.32,19661.52,4.2
3503,2,3,19659.04,19665.96,6.92
3504,1,2,19666,19671.76,5.76
3505,1,1,19667,19672.96,5.96
3506,1,3,19689,19694.32,5.32
3507,2,3,19704.36,19709.16,4.8
3508,2,2,19720.72,19729.32,8.6
3509,1,3,19726.44,19732.76,6.32
3510,1,1,19731.24,19736.04,4.8
3511,2,2,19739.64,19743.72,4.08
3512,2,1,19742.44,19747.56,5.12
3513,2,2,19746.8,19752.36,5.56
3514,1,3,19750.44,19757.4,6.96
3515,2,3,19751.32,19757.16,5.84
3516,2,1,19751.2,19756.2,5
3517,2,1,19752.36,19757.16,4.8
3518,2,3,19753.32,19760.04,6.72
3519,2,2,19755.04,19761,5.96
3520,2,3,19754.84,19759.08,4.24
3521,2,1,19756.52,19763.88,7.36
3522,1,3,19764.84,19772.52,7.68
3523,1,4,19765.8,19773.48,7.68
3524,1,4,19771.56,19778.28,6.72
3525,1,2,19773.48,19779.36,5.88
3526,1,1,19775.4,19781.28,5.88
3527,1,2,19782.12,19789.8,7.68
3528,2,3,19807.48,19812.84,5.36
3529,2,3,19812.68,19819.56,6.88
3530,2,3,19814,19822.44,8.44
3531,2,3,19815.16,19821.48,6.32
3532,2,3,19833.96,19839.72,5.76
3533,1,2,19838.8,19845.68,6.88
3534,2,1,19836.92,19842.6,5.68
3535,1,2,19841.64,19845.56,3.92
3536,2,2,19839.36,19845.48,6.12
3537,1,2,19840.68,19847.4,6.72
3538,1,2,19855.08,19861.16,6.08
3539,1,1,19874.28,19880.64,6.36
3540,2,3,19876.08,19881,4.92
3541,2,2,19877.92,19882.92,5
3542,1,1,19881,19885.4,4.4
3543,2,1,19907.08,19913.64,6.56
3544,2,2,19912.28,19916.52,4.24
3545,1,3,19918.04,19922.8,4.76
3546,1,1,19937.6,19944.04,6.44
3547,1,3,19940.52,19947.72,7.2
3548,1,2,19948.44,19957.84,9.4
3549,1,1,19951.44,19957.52,6.08
3550,1,1,19956.84,19962.76,5.92
3551,2,3,19975.12,19982.76,7.64
3552,2,3,19976.28,19981.8,5.52
3553,1,3,19977,19984.56,7.56
3554,2,3,20001.96,20007.72,5.76
3555,2,3,20004.24,20009.64,5.4
3556,2,3,20004.32,20010.6,6.28
3557,2,3,20005.8,20011.56,5.76
3558,1,1,20016.36,20022.36,6
3559,1,3,20019.92,20027.12,7.2
3560,2,1,20027,20031.04,4.04
3561,1,3,20028.84,20035.92,7.08
3562,2,3,20043.72,20053.8,10.08
3563,1,4,20057.64,20064.72,7.08
3564,1,1,20065.64,20075.32,9.68
3565,1,1,20067.24,20076.76,9.52
3566,1,2,20071.08,20080.36,9.28
3567,2,1,20072.68,20078.76,6.08
3568,1,3,20077.8,20087,9.2
3569,1,3,20078.76,20087.32,8.56
3570,2,3,20086.12,20093.16,7.04
3571,1,3,20087.4,20095.68,8.28
3572,1,3,20097,20105.44,8.44
3573,2,3,20099.12,20103.72,4.6
3574,2,3,20099.96,20105.64,5.68
3575,1,3,20126.76,20134.44,7.68
3576,2,3,20136.96,20143.08,6.12
3577,2,3,20140.88,20147.88,7
3578,2,3,20142.24,20150.76,8.52
3579,2,3,20144.84,20153.64,8.8
3580,2,1,20147.96,20157.48,9.52
3581,2,3,20154.44,20161.32,6.88
3582,2,1,20160.4,20165.16,4.76
3583,2,2,20162.04,20166.6,4.56
3584,2,3,20161.32,20169.96,8.64
3585,2,3,20165.84,20172.84,7
3586,1,4,20162.28,20169.96,7.68
3587,2,3,20181.12,20187.24,6.12
3588,1,3,20179.56,20188.32,8.76
3589,1,2,20186.28,20194.48,8.2
3590,1,3,20189.16,20196.68,7.52
3591,1,1,20192.04,20200.04,8
3592,1,2,20193.96,20204.44,10.48
3593,1,3,20203.44,20210.28,6.84
3594,1,3,20205.48,20212.48,7
3595,1,1,20207.4,20213.6,6.2
3596,2,3,20208.88,20214.32,5.44
3597,2,3,20212.2,20218.92,6.72
3598,2,3,20214.6,20221.8,7.2
3599,1,3,20217.96,20225.56,7.6
3600,1,7,20219.96,20229.64,9.68
3601,1,2,20230.6,20236.12,5.52
3602,1,3,20231.28,20237.48,6.2
3603,1,3,20232.6,20238.24,5.64
3604,1,3,20251.56,20257.4,5.84
3605,2,3,20261.16,20265.44,4.28
3606,1,2,20265.56,20272.16,6.6
3607,1,1,20268.4,20274.36,5.96
3608,2,3,20274.32,20279.44,5.12
3609,2,1,20281,20285.32,4.32
3610,1,1,20280.88,20288.52,7.64
3611,1,3,20284.12,20291,6.88
3612,1,2,20293.12,20302.44,9.32
3613,1,1,20296.8,20302.32,5.52
3614,1,4,20335.08,20341.8,6.72
3615,2,3,20340.8,20348.8,8
3616,2,6,20342.76,20350.44,7.68
3617,1,3,20349.44,20355.44,6
3618,1,3,20347.56,20353.12,5.56
3619,1,2,20361.68,20371.6,9.92
3620,2,2,20361.72,20366,4.28
3621,2,1,20375.8,20380.64,4.84
3622,1,1,20384.04,20394.04,10
3623,1,1,20386,20392.72,6.72
3624,1,2,20394.84,20401.36,6.52
3625,1,4,20397.2,20403.28,6.08
3626,1,1,20397.8,20404.84,7.04
3627,1,3,20404.12,20408.88,4.76
3628,2,1,20411.08,20415.72,4.64
3629,1,3,20411.72,20419.88,8.16
3630,2,2,20417.8,20423.32,5.52
3631,1,2,20421.56,20425.64,4.08
3632,1,3,20439.24,20445.56,6.32
3633,1,3,20440,20447,7
3634,1,2,20441.04,20444.56,3.52
3635,1,3,20441.48,20448.4,6.92
3636,1,2,20442.48,20448.4,5.92
3637,1,4,20449.32,20459.68,10.36
3638,1,1,20452.2,20461.52,9.32
3639,1,7,20455.08,20466.98,11.9
3640,2,5,20464.28,20472.36,8.08
3641,2,1,20466.8,20475.24,8.44
3642,2,7,20472.72,20482.92,10.2
3643,2,3,20477.52,20485.8,8.28
3644,1,3,20489.64,20497.16,7.52
3645,1,2,20505.96,20514.92,8.96
3646,2,1,20509.36,20516.52,7.16
3647,2,2,20510.88,20516.52,5.64
3648,2,1,20513.32,20519.4,6.08
3649,2,1,20516.64,20523.24,6.6
3650,1,3,20518.44,20527.68,9.24
3651,1,1,20520.36,20526.2,5.84
3652,2,3,20539.92,20548.2,8.28
3653,1,2,20538.6,20546.4,7.8
3654,1,2,20539.2,20549.8,10.6
3655,1,2,20541.48,20550.96,9.48
3656,1,2,20543.4,20552.36,8.96
3657,2,1,20550.72,20555.88,5.16
3658,1,3,20548.2,20556.32,8.12
3659,1,3,20548.2,20557.28,9.08
3660,2,1,20559.04,20565.48,6.44
3661,1,3,20558.6,20564.04,5.44
3662,2,7,20566.92,20577.96,11.04
3663,2,1,20567.92,20574.12,6.2
3664,2,1,20571.04,20580.84,9.8
3665,2,3,20572.84,20582.76,9.92
3666,1,3,20582.76,20590.92,8.16
3667,1,3,20593.32,20604.68,11.36
3668,1,3,20596.2,20601.84,5.64
3669,1,3,20597.16,20604.28,7.12
3670,1,1,20602.48,20609.84,7.36
3671,1,1,20608.04,20615.48,7.44
3672,1,3,20617.32,20625.4,8.08
3673,1,3,20625.4,20631.04,5.64
3674,2,1,20625.2,20630.76,5.56
3675,1,3,20632.68,20638.68,6
3676,1,3,20635.4,20641.76,6.36
3677,1,6,20637.48,20649.96,12.48
3678,2,1,20641.32,20645.76,4.44
3679,1,4,20643.24,20648.04,4.8
3680,2,3,20644.48,20649,4.52
3681,1,1,20638.16,20644.48,6.32
3682,1,2,20658.84,20665.68,6.84
3683,1,2,20659.68,20667.24,7.56
3684,1,2,20661.32,20666.6,5.28
3685,1,2,20661.6,20665.88,4.28
3686,1,3,20661.48,20667.28,5.8
3687,1,6,20669.08,20676.04,6.96
3688,2,3,20670.96,20678,7.04
3689,2,2,20675.2,20679.96,4.76
3690,1,3,20669.48,20678.04,8.56
3691,1,1,20671.88,20678.8,6.92
3692,1,1,20673.8,20681.04,7.24
3693,1,3,20675,20681.56,6.56
3694,1,6,20676.96,20683.04,6.08
3695,1,2,20682.48,20689.08,6.6
3696,1,3,20691.24,20698.92,7.68
3697,1,3,20699.08,20705.76,6.68
3698,1,3,20696.24,20702.44,6.2
3699,1,1,20698.64,20704.64,6
3700,1,1,20700.72,20706.36,5.64
3701,1,3,20706.72,20712.52,5.8
3702,2,1,20708.24,20714.28,6.04
3703,1,1,20713.6,20721.48,7.88
3704,1,1,20715.24,20720.76,5.52
3705,1,3,20731.72,20738.16,6.44
3706,1,2,20736.64,20742.76,6.12
3707,1,2,20750.56,20755.8,5.24
3708,1,3,20753.64,20761.64,8
3709,1,1,20757.8,20763.96,6.16
3710,2,3,20764.04,20769.16,5.12
3711,2,7,20769.48,20778.6,9.12
3712,2,1,20772.64,20778,5.36
3713,2,3,20773.92,20779.44,5.52
3714,2,3,20777.28,20782.48,5.2
3715,1,1,20791.08,20798.2,7.12
3716,1,1,20791.08,20800.24,9.16
3717,1,1,20796.32,20802.24,5.92
3718,2,1,20802.72,20808.36,5.64
3719,2,1,20807.4,20813.04,5.64
3720,2,1,20807.48,20815.08,7.6
3721,2,3,20810.92,20817.96,7.04
3722,2,1,20807.4,20811.04,3.64
3723,1,1,20807.2,20812.64,5.44
3724,2,3,20811.04,20817,5.96
3725,1,1,20814.12,20821.8,7.68
3726,1,1,20816.04,20823.52,7.48
3727,1,1,20817.96,20825.12,7.16
3728,1,1,20818.92,20827.24,8.32
3729,1,3,20830.44,20838.28,7.84
3730,1,2,20833.32,20838.28,4.96
3731,1,1,20842.76,20848.24,5.48
3732,1,3,20846.76,20853.52,6.76
3733,2,2,20855.04,20859.84,4.8
3734,2,1,20857.32,20862.6,5.28
3735,1,6,20871.72,20879.96,8.24
3736,1,1,20889,20897.52,8.52
3737,1,1,20890.92,20900.44,9.52
3738,1,1,20906.68,20915.52,8.84
3739,1,1,20908.2,20916.84,8.64
3740,1,4,20912.04,20919.36,7.32
3741,1,1,20915.8,20921.8,6
3742,2,1,20923.68,20928.44,4.76
3743,1,3,20924.52,20932,7.48
3744,1,3,20922.6,20928.4,5.8
3745,1,6,20933.16,20944.68,11.52
3746,1,1,20936.32,20942.92,6.6
3747,1,1,20938.92,20945.6,6.68
3748,1,2,20938.92,20948.2,9.28
3749,1,3,20943.72,20951.84,8.12
3750,1,3,20948.52,20956.76,8.24
3751,1,2,20959.08,20968.16,9.08
3752,1,1,20961,20969.28,8.28
3753,1,1,20962.92,20970.76,7.84
3754,1,1,20963.88,20972.52,8.64
3755,1,1,20965.8,20971.04,5.24
3756,2,3,20984.48,20995.56,11.08
3757,2,1,20984.92,20992.68,7.76
3758,2,1,20988.8,20996.52,7.72
3759,1,1,20991.72,21000.96,9.24
3760,2,1,20988.72,20996.52,7.8
3761,1,1,20991.72,21000.96,9.24
3762,1,1,21003,21009.72,6.72
3763,1,2,21003.4,21008.44,5.04
3764,1,3,21007.08,21013.52,6.44
3765,1,1,21009,21015.64,6.64
3766,2,3,21013.92,21020.52,6.6
3767,1,3,21012.84,21019.44,6.6
3768,2,1,21017,21024.36,7.36
3769,2,1,21017.8,21022.44,4.64
3770,2,3,21024.56,21033,8.44
3771,2,4,21035.88,21042.6,6.72
3772,2,3,21036.88,21043.56,6.68
3773,2,2,21038.28,21042.6,4.32
3774,2,2,21038.4,21045.48,7.08
3775,2,1,21039.72,21047.4,7.68
3776,2,1,21041.56,21049.32,7.76
3777,2,1,21045.12,21053.16,8.04
3778,2,3,21046.96,21054.12,7.16
3779,2,3,21048.52,21057,8.48
3780,1,4,21040.68,21049.6,8.92
3781,1,2,21046.44,21056.56,10.12
3782,1,2,21047.4,21057,9.6
3783,1,3,21050.28,21059.08,8.8
3784,1,2,21066.88,21073.32,6.44
3785,1,2,21072.36,21082.6,10.24
3786,1,2,21074.44,21080.04,5.6
3787,1,2,21072.36,21082.64,10.28
3788,1,3,21077.16,21083.96,6.8
3789,1,1,21081.96,21089.04,7.08
3790,2,3,21087.4,21093.48,6.08
3791,1,2,21088.68,21094.72,6.04
3792,1,3,21104.6,21111.72,7.12
3793,1,2,21119.56,21125.16,5.6
3794,1,3,21123.2,21130.44,7.24
3795,1,1,21126.12,21134,7.88
3796,1,1,21129,21137.96,8.96
3797,1,2,21129,21135.92,6.92
3798,1,3,21130.92,21137.8,6.88
3799,2,1,21135.36,21141.48,6.12
3800,2,2,21140.48,21150.56,10.08
3801,1,3,21137,21145.56,8.56
3802,2,1,21141.52,21148.12,6.6
3803,1,1,21141.48,21147.28,5.8
3804,1,1,21143.4,21149.76,6.36
3805,1,1,21145.08,21151.16,6.08
3806,2,3,21148.6,21153.28,4.68
3807,1,1,21161.52,21167.72,6.2
3808,1,2,21164.44,21170.64,6.2
3809,2,6,21166.52,21174.32,7.8
3810,2,2,21168.88,21176.44,7.56
3811,1,1,21181.36,21185.84,4.48
3812,1,4,21184.4,21193.48,9.08
3813,1,1,21185.72,21196.4,10.68
3814,1,2,21192.36,21198.24,5.88
3815,1,1,21199.04,21204.48,5.44
3816,2,1,21202.12,21206.72,4.6
3817,1,1,21202.44,21208.12,5.68
3818,1,2,21205.88,21212.4,6.52
3819,2,3,21216.84,21221.28,4.44
3820,1,3,21224.16,21229.6,5.44
3821,1,1,21228.96,21237.08,8.12
3822,2,2,21230.52,21236.68,6.16
3823,2,3,21233.48,21238.84,5.36
3824,1,1,21229.76,21237.08,7.32
3825,1,1,21237.48,21244,6.52
3826,1,1,21239.2,21246.64,7.44
3827,1,3,21247.36,21255.36,8
3828,1,4,21253.72,21259.84,6.12
3829,1,1,21255.56,21261.76,6.2
3830,1,4,21276.68,21284.16,7.48
3831,1,1,21277.6,21282.12,4.52
3832,1,3,21278.44,21285.32,6.88
3833,1,2,21280.4,21286.44,6.04
3834,1,1,21282.52,21288.88,6.36
3835,1,1,21286.36,21291.32,4.96
3836,1,1,21287.92,21293.64,5.72
3837,2,1,21285.32,21290.52,5.2
3838,1,1,21285.6,21291.36,5.76
3839,1,1,21287.28,21291.32,4.04
3840,1,1,21288.24,21293.64,5.4
3841,1,1,21288.08,21295.12,7.04
3842,1,1,21290.36,21295.68,5.32
3843,1,1,21302.76,21308.36,5.6
3844,1,2,21308.52,21313.64,5.12
3845,1,1,21311.4,21319.72,8.32
3846,1,1,21312.48,21317.16,4.68
3847,1,2,21313.2,21318.16,4.96
3848,1,2,21313.48,21319.4,5.92
3849,1,2,21315.08,21321,5.92
3850,1,3,21323,21330.16,7.16
3851,1,4,21332.28,21339.8,7.52
3852,1,3,21332.52,21337.12,4.6
3853,1,3,21334.12,21340.28,6.16
3854,2,3,21337.36,21342.88,5.52
3855,1,3,21341.88,21349.08,7.2
3856,1,3,21342.88,21349.12,6.24
3857,1,3,21343.52,21350.32,6.8
3858,2,1,21346.6,21351.72,5.12
3859,1,1,21359.4,21368,8.6
3860,2,2,21370.32,21378.6,8.28
3861,2,1,21377.32,21383.4,6.08
3862,2,2,21380.84,21386.28,5.44
3863,2,1,21382.32,21388.32,6
3864,2,2,21385.24,21392.04,6.8
3865,2,2,21387.12,21393,5.88
3866,1,1,21399.72,21409.48,9.76
3867,1,3,21400.68,21411.32,10.64
3868,1,3,21422.76,21431.72,8.96
3869,2,1,21427.76,21436.2,8.44
3870,2,4,21429.48,21438.12,8.64
3871,2,4,21439.28,21446.76,7.48
3872,2,3,21444.84,21449.64,4.8
3873,2,3,21446.08,21450.6,4.52
3874,1,3,21455.4,21460.72,5.32
3875,1,3,21457.32,21464.8,7.48
3876,1,2,21467.88,21473.72,5.84
3877,1,1,21476.52,21481.8,5.28
3878,2,1,21481.12,21488.04,6.92
3879,2,3,21486.08,21492.12,6.04
3880,1,1,21491.36,21495.68,4.32
3881,1,3,21504.36,21511.8,7.44
3882,2,2,21514.16,21520.68,6.52
3883,1,3,21522.16,21530.84,8.68
3884,1,6,21528.36,21542.69,14.33
3885,1,1,21528.36,21541.28,12.92
3886,2,7,21543.76,21549.48,5.72
3887,1,3,21548.52,21554.48,5.96
3888,2,3,21558.68,21563.88,5.2
3889,2,3,21560.04,21565.8,5.76
3890,2,3,21562.32,21568.68,6.36
3891,2,3,21567.68,21574.44,6.76
3892,2,1,21568.28,21575.4,7.12
3893,1,1,21583.08,21591.6,8.52
3894,1,1,21585,21592.72,7.72
3895,1,1,21591.72,21596.76,5.04
3896,1,1,21598.44,21605.16,6.72
3897,1,1,21601.32,21608.08,6.76
3898,2,1,21607.24,21613.8,6.56
3899,1,2,21627.16,21634.4,7.24
3900,1,1,21663.72,21671.8,8.08
3901,1,2,21674.16,21683.72,9.56
3902,2,2,21686.68,21692.52,5.84
3903,1,3,21692.52,21700.24,7.72
3904,2,3,21708.08,21715.16,7.08
3905,2,1,21710.4,21717.44,7.04
3906,1,3,21716.96,21721.44,4.48
3907,1,3,21718.88,21724.36,5.48
3908,1,1,21721.76,21731.04,9.28
3909,1,3,21734.56,21740.64,6.08
3910,2,1,21670.76,21675.84,5.08
3911,2,1,21672.24,21677.6,5.36
3912,2,1,21674.24,21679.28,5.04
3913,1,3,21679.28,21684.64,5.36
3914,1,3,21684.32,21690.2,5.88
3915,1,2,21687.32,21696.6,9.28
3916,1,3,21703.64,21710.6,6.96
3917,1,1,21707.16,21714.16,7
3918,2,3,21708.52,21716.12,7.6
3919,1,2,21722.56,21727.32,4.76
3920,1,1,21728.6,21733.84,5.24
3921,1,3,21731.16,21735.4,4.24
3922,1,3,21735.96,21740.6,4.64
3923,1,1,21738.2,21742.64,4.44
3924,1,2,21749.12,21754.04,4.92
3925,1,1,21763.16,21768.2,5.04
3926,2,3,21763.4,21769.88,6.48
3927,1,3,21774.8,21782.44,7.64
3928,1,1,21780.44,21786.08,5.64
3929,2,3,21789.8,21796.76,6.96
3930,1,2,21809.24,21819.12,9.88
3931,1,1,21825.56,21830.28,4.72
3932,2,1,21833.64,21837.08,3.44
3933,1,2,21837.08,21846.48,9.4
3934,2,3,21838,21841.88,3.88
3935,2,4,21839.28,21846.76,7.48
3936,2,3,21841.32,21846.52,5.2
3937,2,2,21843.2,21849.4,6.2
3938,2,1,21845.16,21851.72,6.56
3939,2,1,21846.76,21853.08,6.32
3940,2,3,21848.52,21854.8,6.28
3941,2,3,21850.24,21855.52,5.28
3942,1,6,21851.72,21859.88,8.16
3943,2,3,21852.04,21858.48,6.44
3944,2,3,21855.08,21861.12,6.04
3945,2,2,21856.24,21863.12,6.88
3946,2,1,21861.12,21867.8,6.68
3947,2,3,21863.12,21869,5.88
3948,2,2,21864.04,21871.12,7.08
3949,1,1,21872.72,21879,6.28
3950,1,1,21878.4,21883.24,4.84
3951,2,3,21880.6,21886.96,6.36
3952,2,3,21887.32,21893.72,6.4
3953,1,2,21890.76,21896.56,5.8
3954,1,3,21911,21916.88,5.88
3955,1,1,21911.52,21915.16,3.64
3956,2,1,21911.52,21916.48,4.96
3957,2,1,21913.16,21917.76,4.6
3958,1,1,21917.76,21923.44,5.68
3959,1,1,21918.8,21924.56,5.76
3960,1,1,21920.28,21925.76,5.48
3961,1,6,21922.96,21928.4,5.44
3962,1,1,21928.4,21935.28,6.88
3963,1,1,21934.68,21941.64,6.96
3964,2,1,21934.68,21939.44,4.76
3965,2,3,21940.44,21946.64,6.2
3966,1,1,21940.44,21948,7.56
3967,1,2,21944.6,21950.4,5.8
3968,1,1,21947.24,21951.64,4.4
3969,1,3,21949.08,21954.56,5.48
3970,1,6,21951.12,21964.1,12.98
3971,1,3,21951.64,21958.72,7.08
3972,2,3,21954.56,21958.72,4.16
3973,2,3,21963.72,21969.52,5.8
3974,2,2,21973.28,21977.08,3.8
3975,2,3,21974.2,21980.12,5.92
3976,2,3,21976.16,21982.8,6.64
3977,1,2,21993.08,22002.92,9.84
3978,1,1,21996.32,22004.96,8.64
3979,1,1,21997.08,22001.08,4
3980,2,3,22001.84,22007.12,5.28
3981,2,2,22012.04,22017.2,5.16
3982,1,1,22016.16,22022,5.84
3983,1,2,22021.72,22028.72,7
3984,2,1,22029.84,22035.8,5.96
3985,2,1,22030.84,22036.84,6
3986,2,1,22031.84,22037.72,5.88
3987,1,3,22033.84,22041.84,8
3988,2,3,22037.68,22042.52,4.84
3989,2,2,22046.28,22050.88,4.6
3990,2,3,22048,22053.4,5.4
3991,1,2,22049.44,22055.04,5.6
3992,1,2,22056.92,22062.52,5.6
3993,2,1,22058.08,22062.52,4.44
3994,2,1,22059.16,22063.64,4.48
3995,2,3,22074.92,22079.96,5.04
3996,2,3,22089.08,22095.84,6.76
3997,2,3,22090.32,22096.48,6.16
3998,1,2,22090.8,22095.84,5.04
3999,1,2,22093.28,22098.84,5.56
4000,1,2,22096.48,22105.64,9.16
4001,1,1,22104.88,22111.52,6.64
4002,2,1,22115.48,22119.48,4
4003,2,2,22116.36,22120,3.64
4004,2,2,22120.52,22125.32,4.8
4005,2,5,22121.84,22126.6,4.76
4006,1,2,22135.88,22141.12,5.24
4007,1,3,22137.4,22142.36,4.96
4008,1,3,22139.08,22145.16,6.08
4009,2,2,22144.96,22149.08,4.12
4010,1,3,22147.72,22152.92,5.2
4011,2,1,22150.64,22156.32,5.68
4012,2,2,22152.16,22157.64,5.48
4013,1,1,22192,22197.92,5.92
4014,1,2,22209.08,22214.36,5.28
4015,2,3,22212.36,22218.2,5.84
4016,1,2,22216.28,22221.4,5.12
4017,2,1,22221.4,22226.36,4.96
4018,1,3,22226.36,22235.08,8.72
4019,1,3,22229.72,22236.24,6.52
4020,2,3,22232.8,22240.04,7.24
4021,2,1,22233.88,22237.16,3.28
4022,1,2,22235.08,22244.32,9.24
4023,1,1,22240.88,22245.8,4.92
4024,2,1,22245.8,22250.84,5.04
4025,1,1,22252.24,22259.88,7.64
4026,1,2,22252.24,22261.72,9.48
4027,2,1,22269.56,22273.88,4.32
4028,2,1,22270.16,22275.56,5.4
4029,2,1,22278.4,22283.48,5.08
4030,1,5,22279.64,22294.34,14.7
4031,1,1,22282.52,22291.24,8.72
4032,1,1,22286.04,22293.36,7.32
4033,2,3,22302.96,22308.44,5.48
4034,2,1,22304.24,22309.96,5.72
4035,2,3,22305.72,22311.32,5.6
4036,2,3,22315.76,22323,7.24
4037,2,3,22332.08,22337.96,5.88
4038,2,1,22332.08,22335.32,3.24
4039,1,3,22345.76,22352.32,6.56
4040,1,3,22356.44,22362.72,6.28
4041,1,3,22356.44,22364.52,8.08
4042,2,3,22361.4,22367.68,6.28
4043,2,1,22388.36,22392.04,3.68
4044,2,4,22392.04,22398.08,6.04
4045,2,2,22392.56,22396.4,3.84
4046,1,1,22392.56,22399.8,7.24
4047,1,3,22398.08,22403.48,5.4
4048,2,3,22407.92,22413.56,5.64
4049,2,1,22421.04,22425,3.96
4050,2,6,22425.88,22435.16,9.28
4051,1,2,22452.44,22461.84,9.4
4052,1,3,22461.84,22468,6.16
4053,2,1,22465.2,22469.16,3.96
4054,1,3,22467,22474.52,7.52
4055,1,3,22469.16,22477.32,8.16
4056,1,3,22477.32,22483.16,5.84
4057,1,3,22481.44,22486.52,5.08
4058,1,1,22487.2,22491.84,4.64
4059,1,3,22491.84,22500.88,9.04
4060,2,2,22491.84,22496.92,5.08
4061,1,1,22500.48,22507.16,6.68
4062,1,1,22502.36,22506.2,3.84
4063,1,3,22509.08,22514.56,5.48
4064,2,2,22513.4,22517.27,3.87
4065,1,3,22518.96,22525.96,7
4066,2,3,22520,22524.4,4.4
4067,2,2,22521.72,22528.36,6.64
4068,2,2,22529.24,22535.36,6.12
4069,2,1,22536.16,22540.72,4.56
4070,2,3,22550.96,22556.84,5.88
4071,1,1,22555.16,22560.2,5.04
4072,1,2,22562.84,22567.08,4.24
4073,2,3,22583.04,22589.8,6.76
4074,2,3,22583.84,22592.6,8.76
4075,1,1,22597.4,22603.36,5.96
4076,1,3,22607,22614.08,7.08
4077,1,2,22623.32,22628.12,4.8
4078,1,2,22624.36,22635,10.64
4079,1,4,22628.56,22632.72,4.16
4080,1,1,22631.6,22636.8,5.2
4081,1,2,22635.08,22641.12,6.04
4082,1,5,22635.08,22648.28,13.2
4083,1,4,22642.52,22646.6,4.08
4084,1,4,22643.96,22648.28,4.32
4085,1,2,22646.48,22650.24,3.76
4086,1,1,22648.88,22654.56,5.68
4087,1,4,22653.04,22659.24,6.2
4088,1,3,22685.36,22691.64,6.28
4089,1,3,22691.64,22696.48,4.84
4090,1,3,22696.48,22703.16,6.68
4091,2,3,22700.56,22706.16,5.6
4092,1,3,22709.08,22722.08,13
4093,1,1,22711.32,22719.56,8.24
4094,1,1,22714.08,22725.2,11.12
